id,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
1618,000001.SH,20040923,1464.779,1417.391,1464.976,1408.61,1420.148,44.631,3.1427,22352342,14700579.3
1619,000001.SH,20040924,1435.563,1475.091,1496.214,1434.31,1464.779,-29.216,-1.9946,40855305,28667519.25
1620,000001.SH,20040927,1427.398,1452.508,1466.402,1419.313,1435.563,-8.165,-0.5688,19749738,12904648.81
1621,000001.SH,20040928,1435.589,1430.221,1438.048,1416.603,1427.398,8.191,0.5738,14122370,9254854.536
1622,000001.SH,20040929,1420.009,1436.706,1438.977,1417.829,1435.589,-15.58,-1.0853,13179544,8676821.392
1623,000001.SH,20040930,1396.7,1418.108,1420.052,1390.684,1420.009,-23.309,-1.6415,12959049,8234662.308
1624,000001.SH,20041008,1422.929,1395.669,1423.204,1373.928,1396.7,26.229,1.8779,13813984,9385252.721
1625,000001.SH,20041011,1413.154,1424.225,1437.572,1409.223,1422.929,-9.775,-0.687,23214829,16434170.58
1626,000001.SH,20041012,1384.439,1410.61,1410.61,1380.692,1413.154,-28.715,-2.032,17089837,11572506.41
1627,000001.SH,20041013,1386.721,1382.356,1393.652,1372.063,1384.439,2.282,0.1648,14284111,9790164.989
1628,000001.SH,20041014,1332.938,1386.858,1387.362,1331.131,1386.721,-53.783,-3.8784,17247771,11661332.77
1629,000001.SH,20041015,1330.518,1328.472,1340.116,1312.55,1332.938,-2.42,-0.1816,13543168,8960323.339
1630,000001.SH,20041018,1335.394,1332.521,1341.783,1316.323,1330.518,4.876,0.3665,10119136,6804062.933
1631,000001.SH,20041019,1337.618,1339.064,1361.814,1334.465,1335.394,2.224,0.1665,13040369,8444424.482
1632,000001.SH,20041020,1330.584,1337.714,1337.715,1311.877,1337.618,-7.034,-0.5259,11864561,7605659.709
1633,000001.SH,20041021,1310.545,1331.22,1340.963,1304.544,1330.584,-20.039,-1.506,16436469,10673486.24
1634,000001.SH,20041022,1329.355,1310.854,1330.56,1294.041,1310.545,18.81,1.4353,17925061,11619270.42
1635,000001.SH,20041025,1311.151,1337.254,1346.881,1308.892,1329.355,-18.204,-1.3694,17566033,11808958.27
1636,000001.SH,20041026,1324.783,1309.622,1325.202,1289.873,1311.151,13.632,1.0397,17069712,10965410.25
1637,000001.SH,20041027,1342.799,1326.917,1343.029,1314.867,1324.783,18.016,1.3599,20768242,12961627
1638,000001.SH,20041028,1341.737,1340.815,1356.631,1336.75,1342.799,-1.062,-0.0791,19593829,12244172.8
1639,000001.SH,20041029,1320.536,1316.599,1337.276,1304.067,1341.737,-21.201,-1.5801,17905715,11215927.89
1640,000001.SH,20041101,1305.291,1317.658,1323.101,1304.294,1320.536,-15.245,-1.1545,11961915,7218346.789
1641,000001.SH,20041102,1301.528,1303.878,1306.278,1290.988,1305.291,-3.763,-0.2883,10960955,6711524.382
1642,000001.SH,20041103,1326.749,1304.575,1327.5,1301.324,1301.528,25.221,1.9378,13282835,8411264.149
1643,000001.SH,20041104,1304.776,1328.115,1338.264,1301.363,1326.749,-21.973,-1.6562,13974384,8753620.424
1644,000001.SH,20041105,1305.128,1308.654,1315.941,1298.707,1304.776,0.352,0.027,9996360,6257655.777
1645,000001.SH,20041108,1304.229,1303.522,1307.619,1292.909,1305.128,-0.899,-0.0689,7376656,4398204.289
1646,000001.SH,20041109,1307.429,1304.371,1313.151,1299.942,1304.229,3.2,0.2454,7111640,4270396.183
1647,000001.SH,20041110,1354.386,1310.319,1360.713,1302.704,1307.429,46.957,3.5916,23319738,14102138.22
1648,000001.SH,20041111,1347.07,1358.647,1379.86,1346.029,1354.386,-7.316,-0.5402,27429895,16803175.48
1649,000001.SH,20041112,1352.217,1346.843,1360.329,1341.124,1347.07,5.147,0.3821,15744105,9490677.855
1650,000001.SH,20041115,1370.046,1354.478,1370.616,1354.478,1352.217,17.829,1.3185,14230535,8929425.601
1651,000001.SH,20041116,1370.389,1372.576,1376.189,1361.279,1370.046,0.343,0.025,14165607,8616093.065
1652,000001.SH,20041117,1356.138,1370.698,1370.792,1350.521,1370.389,-14.251,-1.0399,12234261,7593392.537
1653,000001.SH,20041118,1367.828,1353.498,1368.061,1352.886,1356.138,11.69,0.862,11589095,7315559.035
1654,000001.SH,20041119,1379.96,1369.806,1380.076,1365.241,1367.828,12.132,0.887,14107904,8670276.964
1655,000001.SH,20041122,1383.02,1381.579,1387.342,1374.406,1379.96,3.06,0.2217,16667439,10273902.39
1656,000001.SH,20041123,1371.244,1383.525,1383.787,1368.143,1383.02,-11.776,-0.8515,16328520,10039118.98
1657,000001.SH,20041124,1359.125,1371.323,1380.766,1358.452,1371.244,-12.119,-0.8838,16355434,9764012.712
1658,000001.SH,20041125,1358.333,1358.408,1362.159,1348.406,1359.125,-0.792,-0.0583,13425338,7758391.041
1659,000001.SH,20041126,1356.727,1357.536,1362.494,1354.795,1358.333,-1.606,-0.1182,10434933,6121805.795
1660,000001.SH,20041129,1337.434,1354.575,1354.575,1335.608,1356.727,-19.293,-1.422,10083151,6080041.482
1661,000001.SH,20041130,1340.771,1335.998,1341.482,1332.288,1337.434,3.337,0.2495,9277245,5475046.413
1662,000001.SH,20041201,1334.944,1340.916,1342.546,1332.967,1340.771,-5.827,-0.4346,9553429,5797059.464
1663,000001.SH,20041202,1333.09,1333.573,1334.058,1324.553,1334.944,-1.854,-0.1389,12804483,7714799.602
1664,000001.SH,20041203,1337.197,1333.009,1343.711,1332.856,1333.09,4.107,0.3081,13505016,8201369.595
1665,000001.SH,20041206,1339.644,1337.807,1342.831,1327.383,1337.197,2.447,0.183,10664785,6326780.448
1666,000001.SH,20041207,1323.752,1339.818,1340.879,1322.818,1339.644,-15.892,-1.1863,10236805,5960762.587
1667,000001.SH,20041208,1326.438,1331.277,1337.87,1322.051,1323.752,2.686,0.2029,8593358,4929900.994
1668,000001.SH,20041209,1338.81,1326.744,1352.455,1318.468,1326.438,12.372,0.9327,15257911,8334090.719
1669,000001.SH,20041210,1317.717,1336.628,1340.365,1316.643,1338.81,-21.093,-1.5755,11072386,6280950.511
1670,000001.SH,20041213,1309.695,1312.605,1314.4,1299.804,1317.717,-8.022,-0.6088,8549453,4859194.761
1671,000001.SH,20041214,1307.553,1309.066,1315.894,1303.149,1309.695,-2.142,-0.1635,8045982,4652200.396
1672,000001.SH,20041215,1313.045,1307.34,1317.816,1291.855,1307.553,5.492,0.42,11405089,6514900.009
1673,000001.SH,20041216,1305.018,1311.027,1317.617,1302.485,1313.045,-8.027,-0.6113,9058802,5060280.877
1674,000001.SH,20041217,1290.49,1303.94,1303.94,1288.237,1305.018,-14.528,-1.1132,7662099,4229595.15
1675,000001.SH,20041220,1275.459,1286.066,1286.066,1272.146,1290.49,-15.031,-1.1648,8053107,4603037.838
1676,000001.SH,20041221,1275.17,1275.087,1285.705,1271.03,1275.459,-0.289,-0.0227,6999529,3734396.474
1677,000001.SH,20041222,1307.57,1277.183,1307.726,1275.063,1275.17,32.4,2.5408,13339675,7370728.966
1678,000001.SH,20041223,1282.719,1308.576,1308.589,1280.718,1307.57,-24.851,-1.9005,8476088,4917096.437
1679,000001.SH,20041224,1285.036,1281.318,1290.657,1280.38,1282.719,2.317,0.1806,7180521,4282648.411
1680,000001.SH,20041227,1280.272,1285.41,1292.313,1276.73,1285.036,-4.764,-0.3707,7231149,4172827.444
1681,000001.SH,20041228,1278.943,1280.931,1283.631,1271.91,1280.272,-1.329,-0.1038,7758212,4318210.151
1682,000001.SH,20041229,1274.313,1278.688,1285.549,1270.887,1278.943,-4.63,-0.362,8713987,4767536.618
1683,000001.SH,20041230,1273.709,1273.154,1280.571,1264.152,1274.313,-0.604,-0.0474,8812857,5014102.767
1684,000001.SH,20041231,1266.496,1275.386,1280.827,1264.486,1273.709,-7.213,-0.5663,8303949,4695701.391
1685,000001.SH,20050104,1242.774,1260.782,1260.782,1238.179,1266.496,-23.722,-1.873,8161770,4418452.072
1686,000001.SH,20050105,1251.937,1241.682,1258.58,1235.746,1242.774,9.163,0.7373,8678651,4916589.345
1687,000001.SH,20050106,1239.43,1252.493,1252.735,1234.236,1251.937,-12.507,-0.999,7922254,4381370.373
1688,000001.SH,20050107,1244.746,1239.323,1256.313,1235.508,1239.43,5.316,0.4289,8940871,5040041.961
1689,000001.SH,20050110,1252.401,1243.576,1252.723,1236.089,1244.746,7.655,0.615,7234683,4118291.8
1690,000001.SH,20050111,1257.462,1252.711,1260.871,1247.835,1252.401,5.061,0.4041,7725570,4368276.204
1691,000001.SH,20050112,1256.923,1257.17,1257.193,1246.422,1257.462,-0.539,-0.0429,6769585,3799862.97
1692,000001.SH,20050113,1256.314,1255.718,1259.499,1251.016,1256.923,-0.609,-0.0485,8746707,5003680.905
1693,000001.SH,20050114,1245.62,1255.871,1268.856,1243.873,1256.314,-10.694,-0.8512,9898327,5272487.548
1694,000001.SH,20050117,1216.652,1235.574,1236.397,1214.065,1245.62,-28.968,-2.3256,10028565,5434886.372
1695,000001.SH,20050118,1225.454,1215.776,1226.043,1207.052,1216.652,8.802,0.7235,10190288,5294355.403
1696,000001.SH,20050119,1218.108,1225.075,1225.075,1214.635,1225.454,-7.346,-0.5995,9377195,4677974.261
1697,000001.SH,20050120,1204.394,1213.368,1213.96,1199.167,1218.108,-13.714,-1.1258,10310284,5383794.433
1698,000001.SH,20050121,1234.476,1201.933,1237.909,1189.211,1204.394,30.082,2.4977,16970080,9001891.166
1699,000001.SH,20050124,1255.777,1258.024,1265.949,1239.8,1234.476,21.301,1.7255,18020207,9786782.745
1700,000001.SH,20050125,1254.234,1252.354,1254.866,1239.164,1255.777,-1.543,-0.1229,11813924,6439329.735
1701,000001.SH,20050126,1241.958,1252.372,1254.232,1240.131,1254.234,-12.276,-0.9788,9640691,5351521.371
1702,000001.SH,20050127,1225.891,1239.579,1241.137,1223.877,1241.958,-16.067,-1.2937,9412829,4955027.563
1703,000001.SH,20050128,1213.673,1223.727,1226.304,1208.857,1225.891,-12.218,-0.9967,8170557,4199937.5
1704,000001.SH,20050131,1191.823,1210.755,1210.755,1190.173,1213.673,-21.85,-1.8003,9078062,4668009.66
1705,000001.SH,20050201,1188.931,1189.501,1203.066,1187.26,1191.823,-2.892,-0.2427,9340222,4907930.798
1706,000001.SH,20050202,1252.5,1189.502,1253.159,1189.502,1188.931,63.569,5.3467,19054062,10397266.98
1707,000001.SH,20050203,1242.307,1253.813,1269.155,1236.179,1252.5,-10.193,-0.8138,20415225,10897290.92
1708,000001.SH,20050204,1269.004,1238.609,1274.115,1235.64,1242.307,26.697,2.149,17028293,9664344.696
1709,000001.SH,20050216,1278.88,1276.015,1291.465,1270.318,1269.004,9.876,0.7782,14445455,7980113.941
1710,000001.SH,20050217,1276.134,1280.028,1280.028,1263.711,1278.88,-2.746,-0.2147,11218612,6103111.167
1711,000001.SH,20050218,1258.969,1275.664,1278.624,1258.561,1276.134,-17.165,-1.3451,10688050,5785501.675
1712,000001.SH,20050221,1284.48,1259.528,1284.937,1259.509,1258.969,25.511,2.0263,12536922,6930691.909
1713,000001.SH,20050222,1309.277,1285.629,1312.533,1282.783,1284.48,24.797,1.9305,22602815,12773513.6
1714,000001.SH,20050223,1309.475,1309.624,1316.588,1299.146,1309.277,0.198,0.0151,24189127,13699232.36
1715,000001.SH,20050224,1309.949,1307.036,1310.967,1296.979,1309.475,0.474,0.0362,20115815,11356347.73
1716,000001.SH,20050225,1312.445,1311.367,1328.533,1311.205,1309.949,2.496,0.1905,24069610,13978978.61
1717,000001.SH,20050228,1306.003,1311.439,1315.137,1298.928,1312.445,-6.442,-0.4908,17651432,10244600.57
1718,000001.SH,20050301,1303.412,1305.249,1308.758,1295.642,1306.003,-2.591,-0.1984,13980952,7981055.189
1719,000001.SH,20050302,1287.45,1303.31,1316.723,1285.916,1303.412,-15.962,-1.2246,18628635,10749393.27
1720,000001.SH,20050303,1294.339,1285.197,1295.253,1276.88,1287.45,6.889,0.5351,12823609,6981237.947
1721,000001.SH,20050304,1287.714,1294.156,1299.596,1286.481,1294.339,-6.625,-0.5118,11049958,6269241.735
1722,000001.SH,20050307,1293.739,1288.408,1296.88,1287.74,1287.714,6.025,0.4679,10762246,6283006.028
1723,000001.SH,20050308,1318.271,1298.25,1318.895,1296.908,1293.739,24.532,1.8962,17984398,11159503.13
1724,000001.SH,20050309,1316.791,1321.208,1326.076,1310.235,1318.271,-1.48,-0.1123,20567187,12224773.52
1725,000001.SH,20050310,1286.233,1316.9,1316.9,1282.528,1316.791,-30.558,-2.3206,17897669,10537289.29
1726,000001.SH,20050311,1289.941,1284.513,1292.529,1278.153,1286.233,3.708,0.2883,14996714,9039329.504
1727,000001.SH,20050314,1293.5,1288.985,1304.112,1271.511,1289.941,3.559,0.2759,18692502,11968377.53
1728,000001.SH,20050315,1269.144,1293.132,1293.259,1266.637,1293.5,-24.356,-1.883,15642719,9678243.188
1729,000001.SH,20050316,1255.589,1267.052,1268.187,1247.893,1269.144,-13.555,-1.068,13663373,8330513.79
1730,000001.SH,20050317,1243.475,1255.985,1257.794,1242.513,1255.589,-12.114,-0.9648,12895543,7813701.039
1731,000001.SH,20050318,1227.403,1242.453,1248.034,1223.615,1243.475,-16.072,-1.2925,12452432,7341657.969
1732,000001.SH,20050321,1231.046,1226.143,1232.817,1220.824,1227.403,3.643,0.2968,9963687,5815375.672
1733,000001.SH,20050322,1206.922,1230.682,1231.676,1202.427,1231.046,-24.124,-1.9596,14653309,8148375.066
1734,000001.SH,20050323,1201.649,1205.755,1218.011,1194.322,1206.922,-5.273,-0.4369,13440605,7851213.159
1735,000001.SH,20050324,1208.192,1200.257,1208.608,1187.581,1201.649,6.543,0.5445,11477190,6700150.74
1736,000001.SH,20050325,1205.634,1207.203,1211.16,1199.87,1208.192,-2.558,-0.2117,9527589,5076361.298
1737,000001.SH,20050328,1200.113,1204.85,1204.85,1185.456,1205.634,-5.521,-0.4579,9023233,4909950.998
1738,000001.SH,20050329,1195.018,1199.691,1209.229,1194.589,1200.113,-5.095,-0.4245,9233160,5191811.889
1739,000001.SH,20050330,1172.574,1192.447,1192.447,1171.811,1195.018,-22.444,-1.8781,11383481,6153729.584
1740,000001.SH,20050331,1181.236,1168.828,1181.531,1162.031,1172.574,8.662,0.7387,10437790,5371672.163
1741,000001.SH,20050401,1223.566,1180.373,1237.8,1173.543,1181.236,42.33,3.5835,19660332,10792487.11
1742,000001.SH,20050404,1202.967,1212.118,1218.275,1196.945,1223.566,-20.599,-1.6835,13794401,7947332.083
1743,000001.SH,20050405,1191.745,1200.691,1209.341,1189.255,1202.967,-11.222,-0.9329,11582684,6448636.91
1744,000001.SH,20050406,1214.868,1191.198,1220.415,1183.906,1191.745,23.123,1.9403,16727966,9920447.927
1745,000001.SH,20050407,1225.487,1216.728,1248.062,1213.65,1214.868,10.619,0.8741,24276814,14124443.31
1746,000001.SH,20050408,1248.521,1225.049,1249.203,1218.759,1225.487,23.034,1.8796,17768998,10084950.52
1747,000001.SH,20050411,1240.972,1248.15,1252.813,1235.356,1248.521,-7.549,-0.6046,19300757,11032464.82
1748,000001.SH,20050412,1219.511,1239.134,1239.134,1218.512,1240.972,-21.461,-1.7294,13075881,7600585.414
1749,000001.SH,20050413,1248.203,1228.974,1254.319,1228.974,1219.511,28.692,2.3527,19547071,11064208.88
1750,000001.SH,20050414,1234.332,1252.206,1253.598,1233.237,1248.203,-13.871,-1.1113,15616198,8614317.312
1751,000001.SH,20050415,1216.962,1229.68,1229.68,1213.203,1234.332,-17.37,-1.4072,14262298,7801305.409
1752,000001.SH,20050418,1197.735,1212.392,1212.392,1190.984,1216.962,-19.227,-1.5799,11671176,6296262.278
1753,000001.SH,20050419,1199.902,1196.281,1202.492,1191.231,1197.735,2.167,0.1809,10950126,6108772.736
1754,000001.SH,20050420,1184.193,1198.956,1198.956,1178.64,1199.902,-15.709,-1.3092,11182984,5938905.962
1755,000001.SH,20050421,1172.556,1182.205,1190.541,1167.994,1184.193,-11.637,-0.9827,13266844,7070086.23
1756,000001.SH,20050422,1169.187,1171.028,1177.885,1163.402,1172.556,-3.369,-0.2873,13578363,7266510.541
1757,000001.SH,20050425,1157.971,1166.342,1166.342,1146.414,1169.187,-11.216,-0.9593,13547648,6908598.457
1758,000001.SH,20050426,1165.335,1155.644,1169.145,1151.637,1157.971,7.364,0.6359,13974141,7207425.092
1759,000001.SH,20050427,1148.757,1165.099,1166.198,1148.138,1165.335,-16.578,-1.4226,13612865,7082585.055
1760,000001.SH,20050428,1169.118,1145.746,1172.71,1135.733,1148.757,20.361,1.7724,17419743,9044192.189
1761,000001.SH,20050429,1159.146,1168.331,1170.199,1155.985,1169.118,-9.972,-0.853,14105696,7373838.183
1762,000001.SH,20050509,1130.835,1160.62,1165.39,1130.411,1159.146,-28.311,-2.4424,10869350,5551480.636
1763,000001.SH,20050510,1135.561,1126.818,1135.798,1108.42,1130.835,4.726,0.4179,13164154,6768361.146
1764,000001.SH,20050511,1124.271,1134.595,1140.171,1121.867,1135.561,-11.29,-0.9942,10995569,5633261.057
1765,000001.SH,20050512,1103.993,1122.178,1122.916,1099.84,1124.271,-20.278,-1.8037,12355883,6506232.891
1766,000001.SH,20050513,1107.627,1101.606,1120.169,1093.281,1103.993,3.634,0.3292,13474947,6567864.569
1767,000001.SH,20050516,1095.468,1105.397,1105.397,1082.137,1107.627,-12.159,-1.0978,10227759,5058195.545
1768,000001.SH,20050517,1099.64,1091.258,1108.178,1083.943,1095.468,4.172,0.3808,11568727,5353712.665
1769,000001.SH,20050518,1102.965,1099.74,1108.844,1090.299,1099.64,3.325,0.3024,10378408,5061369.144
1770,000001.SH,20050519,1103.475,1101.753,1107.227,1083.115,1102.965,0.51,0.0462,10658166,5120491.791
1771,000001.SH,20050520,1099.269,1100.491,1108.61,1094.669,1103.475,-4.206,-0.3812,9584041,4520424.485
1772,000001.SH,20050523,1070.844,1095.308,1095.308,1069.435,1099.269,-28.425,-2.5858,9533945,4305639.1
1773,000001.SH,20050524,1073.847,1065.998,1078.098,1057.536,1070.844,3.003,0.2804,11029454,5065246.179
1774,000001.SH,20050525,1072.137,1072.521,1082.179,1064.875,1073.847,-1.71,-0.1592,9807597,4489152.101
1775,000001.SH,20050526,1058.867,1071.212,1077.441,1055.816,1072.137,-13.27,-1.2377,9498556,4454779.135
1776,000001.SH,20050527,1051.946,1056.323,1068.211,1050.055,1058.867,-6.921,-0.6536,10146251,4902913.667
1777,000001.SH,20050530,1060.162,1049.721,1063.947,1043.276,1051.946,8.216,0.781,8599816,4083244.342
1778,000001.SH,20050531,1060.738,1061.612,1070.502,1057.748,1060.162,0.576,0.0543,9239224,4241957.029
1779,000001.SH,20050601,1039.187,1059.61,1063.518,1035.706,1060.738,-21.551,-2.0317,10062490,4695648.687
1780,000001.SH,20050602,1016.063,1036.73,1036.73,1008.754,1039.187,-23.124,-2.2252,11465556,5557807.42
1781,000001.SH,20050603,1013.637,1013.903,1019.922,1000.522,1016.063,-2.426,-0.2388,10016268,4502218.705
1782,000001.SH,20050606,1034.378,1010.381,1034.853,998.228,1013.637,20.741,2.0462,11043599,5027262.822
1783,000001.SH,20050607,1030.941,1036.617,1055.629,1029.539,1034.378,-3.437,-0.3323,15703053,7466015.923
1784,000001.SH,20050608,1115.582,1044.179,1118.694,1040.158,1030.941,84.641,8.2101,40282852,19011909.84
1785,000001.SH,20050609,1131.052,1118.806,1146.417,1103.681,1115.582,15.47,1.3867,40690928,19595252.14
1786,000001.SH,20050610,1108.286,1130.554,1130.554,1101.828,1131.052,-22.766,-2.0128,28410801,13613185.61
1787,000001.SH,20050613,1106.291,1105.961,1112.101,1085.866,1108.286,-1.995,-0.18,19203779,8942352.961
1788,000001.SH,20050614,1093.464,1108.337,1119.676,1092.402,1106.291,-12.827,-1.1595,18368255,8745408.898
1789,000001.SH,20050615,1072.836,1090.458,1090.458,1070.065,1093.464,-20.628,-1.8865,15267633,7353765.093
1790,000001.SH,20050616,1086.01,1071.772,1086.348,1064.027,1072.836,13.174,1.228,14483083,7028492.935
1791,000001.SH,20050617,1085.61,1090.114,1094.669,1079.078,1086.01,-0.4,-0.0368,16752562,8420848.172
1792,000001.SH,20050620,1115.62,1087.849,1115.862,1073.41,1085.61,30.01,2.7643,21468619,10148733.47
1793,000001.SH,20050621,1101.486,1115.665,1115.665,1098.904,1115.62,-14.134,-1.2669,15478090,7335782.337
1794,000001.SH,20050622,1102.033,1098.958,1103.249,1090.745,1101.486,0.547,0.0497,12351453,5901879.107
1795,000001.SH,20050623,1093.702,1100.559,1106.749,1092.478,1102.033,-8.331,-0.756,11484886,5472687.556
1796,000001.SH,20050624,1101.882,1091.989,1102.23,1087.693,1093.702,8.18,0.7479,11121075,5084831.452
1797,000001.SH,20050627,1124.64,1108.465,1129.959,1108.465,1101.882,22.758,2.0654,21842381,10530160.56
1798,000001.SH,20050628,1108.588,1120.945,1120.945,1105.341,1124.64,-16.052,-1.4273,13458431,6311797.7
1799,000001.SH,20050629,1104.992,1111.667,1113.522,1103.906,1108.588,-3.596,-0.3244,13469379,6542253.133
1800,000001.SH,20050630,1080.938,1103.477,1103.477,1078.1,1104.992,-24.054,-2.1768,13785959,6406963.223
1801,000001.SH,20050701,1055.594,1077.313,1077.313,1053.631,1080.938,-25.344,-2.3446,13597814,6137893.182
1802,000001.SH,20050704,1047.278,1050.242,1050.242,1030.179,1055.594,-8.316,-0.7878,12275958,5092031.935
1803,000001.SH,20050705,1039.043,1043.883,1047.823,1032.515,1047.278,-8.235,-0.7863,10494885,5146902.404
1804,000001.SH,20050706,1033.545,1040.699,1044.779,1028.22,1039.043,-5.498,-0.5291,9196428,4259548.351
1805,000001.SH,20050707,1038.597,1033.218,1044.053,1030.498,1033.545,5.052,0.4888,8570426,3675447.775
1806,000001.SH,20050708,1017.983,1036.412,1036.412,1015.399,1038.597,-20.614,-1.9848,10337367,4339924.399
1807,000001.SH,20050711,1011.499,1026.79,1043.207,1009.038,1017.983,-6.484,-0.6369,11330361,4783909.33
1808,000001.SH,20050712,1046.161,1007.901,1048.918,1004.081,1011.499,34.662,3.4268,18457805,8182997.673
1809,000001.SH,20050713,1037.394,1044.578,1045.943,1033.81,1046.161,-8.767,-0.838,12821974,5622988.112
1810,000001.SH,20050714,1040.416,1035.527,1049.881,1033.165,1037.394,3.022,0.2913,12571093,5531865.017
1811,000001.SH,20050715,1026.115,1039.609,1046.364,1021.986,1040.416,-14.301,-1.3745,12750514,5238358.924
1812,000001.SH,20050718,1012.097,1023.38,1023.38,1008.521,1026.115,-14.018,-1.3661,10964842,4263923.135
1813,000001.SH,20050719,1014.355,1011.005,1020.675,1004.657,1012.097,2.258,0.2231,9882316,3987357.582
1814,000001.SH,20050720,1021.052,1013.984,1025.103,1008.682,1014.355,6.697,0.6602,10568559,4443606.946
1815,000001.SH,20050721,1020.632,1020.693,1022.044,1009.986,1021.052,-0.42,-0.0411,11140360,4828597.724
1816,000001.SH,20050722,1046.321,1026.129,1054.635,1024.001,1020.632,25.689,2.517,25488349,10988269.74
1817,000001.SH,20050725,1045.4,1045.269,1048.974,1040.592,1046.321,-0.921,-0.088,14134108,6133576.328
1818,000001.SH,20050726,1072.807,1046.536,1078.056,1046.536,1045.4,27.407,2.6217,25577510,10988613.29
1819,000001.SH,20050727,1089.909,1072.564,1090.185,1068.497,1072.807,17.102,1.5941,23812348,10151048.36
1820,000001.SH,20050728,1086.548,1090.11,1097.634,1083.357,1089.909,-3.361,-0.3084,24695847,10644640.22
1821,000001.SH,20050729,1083.033,1084.972,1088.476,1077.122,1086.548,-3.515,-0.3235,17683944,7214533.114
1822,000001.SH,20050801,1088.948,1082.796,1094.151,1081.118,1083.033,5.915,0.5462,14731551,6157191.029
1823,000001.SH,20050802,1104.038,1089.528,1104.044,1084.796,1088.948,15.09,1.3857,19015019,7692844.552
1824,000001.SH,20050803,1107.699,1106.317,1120.679,1103.904,1104.038,3.661,0.3316,31436454,12776479.11
1825,000001.SH,20050804,1102.589,1104.91,1108.163,1099.134,1107.699,-5.11,-0.4613,19436798,7868619.836
1826,000001.SH,20050805,1128.743,1102.62,1129.068,1102.596,1102.589,26.154,2.3721,27096069,12420792.62
1827,000001.SH,20050808,1138.882,1131.803,1146.727,1131.803,1128.743,10.139,0.8983,30237526,13802876.37
1828,000001.SH,20050809,1152.534,1139.122,1152.94,1130.585,1138.882,13.652,1.1987,27154091,12046498.22
1829,000001.SH,20050810,1165.033,1153.209,1165.127,1144.95,1152.534,12.499,1.0845,31427115,13534191.98
1830,000001.SH,20050811,1183.579,1165.443,1184.256,1164.104,1165.033,18.546,1.5919,36967037,16887079.96
1831,000001.SH,20050812,1167.915,1185.266,1192.049,1161.787,1183.579,-15.664,-1.3234,40478755,18050448.55
1832,000001.SH,20050815,1187.006,1167.033,1187.797,1163.848,1167.915,19.091,1.6346,30319519,14789329.13
1833,000001.SH,20050816,1177.278,1188.02,1192.917,1170.11,1187.006,-9.728,-0.8195,33155379,15905673.66
1834,000001.SH,20050817,1192.834,1175.176,1193.568,1160.082,1177.278,15.556,1.3214,32307341,14750159.86
1835,000001.SH,20050818,1148.035,1194.436,1201.755,1146.561,1192.834,-44.799,-3.7557,49201496,22157494.65
1836,000001.SH,20050819,1150.184,1144.459,1157.37,1132.865,1148.035,2.149,0.1872,31501185,13643291.2
1837,000001.SH,20050822,1158.597,1148.972,1162.04,1142.678,1150.184,8.413,0.7314,24033198,10541833.55
1838,000001.SH,20050823,1149.957,1158.829,1159.631,1139.239,1158.597,-8.64,-0.7457,21840708,9541762.87
1839,000001.SH,20050824,1167.137,1151.448,1171.434,1151.448,1149.957,17.18,1.494,22674109,9988171.12
1840,000001.SH,20050825,1172.475,1167.999,1172.69,1157.183,1167.137,5.338,0.4574,24232098,10524238.07
1841,000001.SH,20050826,1171.86,1173.01,1174.537,1163.991,1172.475,-0.615,-0.0525,24296356,10435816.29
1842,000001.SH,20050829,1154.428,1171.999,1172.014,1147.934,1171.86,-17.432,-1.4875,24333195,10038648.68
1843,000001.SH,20050830,1146.385,1151.621,1153.765,1145.272,1154.428,-8.043,-0.6967,18551862,8143989.899
1844,000001.SH,20050831,1162.798,1145.813,1163.524,1140.099,1146.385,16.413,1.4317,21676099,9602700.092
1845,000001.SH,20050901,1184.933,1163.7,1185.76,1160.048,1162.798,22.135,1.9036,33830475,15061854.16
1846,000001.SH,20050902,1188.848,1187.062,1188.913,1179.109,1184.933,3.915,0.3304,28920490,12859547.74
1847,000001.SH,20050905,1196.224,1189.065,1196.866,1184.011,1188.848,7.376,0.6204,26700066,11748627.45
1848,000001.SH,20050906,1173.322,1197.231,1201.824,1172.064,1196.224,-22.902,-1.9145,33685273,15305132.55
1849,000001.SH,20050907,1194.309,1170.77,1194.586,1168.581,1173.322,20.987,1.7887,28602851,13196057.6
1850,000001.SH,20050908,1194.411,1196.273,1201.463,1184.788,1194.309,0.102,0.0085,30528056,14509460.12
1851,000001.SH,20050909,1189.625,1194.495,1204.456,1184.423,1194.411,-4.786,-0.4007,22155746,10145676.79
1852,000001.SH,20050912,1188.212,1189.747,1191.933,1181.434,1189.625,-1.413,-0.1188,17096689,7740564.009
1853,000001.SH,20050913,1207.164,1188.25,1207.401,1186.22,1188.212,18.952,1.595,25913705,11717912.66
1854,000001.SH,20050914,1217.261,1209.267,1217.413,1204.546,1207.164,10.097,0.8364,32243761,14981766.06
1855,000001.SH,20050915,1217.281,1217.519,1218.941,1210.718,1217.261,0.02,0.0016,27217492,12897080.36
1856,000001.SH,20050916,1212.947,1217.419,1217.758,1208.561,1217.281,-4.334,-0.356,22397225,10462806.8
1857,000001.SH,20050919,1220.627,1213.486,1220.974,1210.188,1212.947,7.68,0.6332,24656893,11635692.41
